"filename", "language", "TypeScript", "Markdown", "TypeScript JSX", "PostCSS", "JavaScript", "JSON with Comments", "Shell Script", "JSON", "comment", "blank", "total"
"/Users/bespin-starter/Documents/personal_projects/BesPick/bespick/src/components/landing/vanta-net-background.tsx", "TypeScript JSX", 0, 0, 167, 0, 0, 0, 0, 0, 0, 15, 182
"/Users/bespin-starter/Documents/personal_projects/BesPick/bespick/src/components/metadata/metadata-options-provider.tsx", "TypeScript JSX", 0, 0, 29, 0, 0, 0, 0, 0, 0, 7, 36
"/Users/bespin-starter/Documents/personal_projects/BesPick/bespick/src/components/payments/paypal-panel.tsx", "TypeScript JSX", 0, 0, 141, 0, 0, 0, 0, 0, 0, 12, 153
"/Users/bespin-starter/Documents/personal_projects/BesPick/bespick/src/components/poll/poll-modal.tsx", "TypeScript JSX", 0, 0, 574, 0, 0, 0, 0, 0, 3, 30, 607
"/Users/bespin-starter/Documents/personal_projects/BesPick/bespick/src/components/voting/voting-leaderboard.tsx", "TypeScript JSX", 0, 0, 389, 0, 0, 0, 0, 0, 0, 33, 422
"/Users/bespin-starter/Documents/personal_projects/BesPick/bespick/src/components/voting/voting-modal.tsx", "TypeScript JSX", 0, 0, 1115, 0, 0, 0, 0, 0, 0, 51, 1166
"/Users/bespin-starter/Documents/personal_projects/BesPick/bespick/src/lib/announcements.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"/Users/bespin-starter/Documents/personal_projects/BesPick/bespick/src/lib/api.ts", "TypeScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 2, 40
"/Users/bespin-starter/Documents/personal_projects/BesPick/bespick/src/lib/apiClient.ts", "TypeScript", 104, 0, 0, 0, 0, 0, 0, 0, 0, 10, 114
"/Users/bespin-starter/Documents/personal_projects/BesPick/bespick/src/lib/assignment-modal-events.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"/Users/bespin-starter/Documents/personal_projects/BesPick/bespick/src/lib/hosthub-docs.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 4, 45
